Run on a MSNT machine on 11/27/18 15:46:09.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),     2.000000
Renewable Penetration for Input (%),     0.000000
hydrogen use,     1.000000

actual operating profit, -5.247869E+5
total electricity input (MWh),  7198.260899
total electricity output (MWh),     0.000000
output to input ratio,     0.000000
input capacity factor,     0.821719
output capacity factor,     0.000000
average regup (MW),     0.000000
average regdn (MW),     0.000000
average spinres (MW),     0.000000
average nonspinres (MW),     0.000000
number of input power system starts,  8760.000000
number of output power system starts,  8760.000000
arbitrage revenue ($),-6.424007E+5
regup revenue ($),     0.000000
regdn revenue ($),     0.000000
spinres revenue ($),     0.000000
nonspinres revenue ($),     0.000000
hydrogen revenue ($), 7.9538794E+5
REC revenue ($),     0.000000
LCFS revenue ($), 1.3948711E+5
startup costs ($),     0.000000

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),H2 Sold (kg),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
 3245.000000,    1.000000,    0.000000,    6.117935,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3246.000000,    1.000000,    0.000000,    6.227340,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3247.000000,    1.000000,    0.000000,    6.336746,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3248.000000,    1.000000,    0.000000,    6.446151,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3249.000000,    1.000000,    0.000000,    6.555556,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3250.000000,    1.000000,    0.000000,    6.664962,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3251.000000,    1.000000,    0.000000,    6.774367,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3252.000000,    1.000000,    0.000000,    6.883772,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3253.000000,    0.000000,    0.000000,    6.379509,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3254.000000,    0.000000,    0.000000,    5.875245,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3255.000000,    0.000000,    0.000000,    5.370982,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3256.000000,    0.000000,    0.000000,    4.866718,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3257.000000,    0.000000,    0.000000,    4.362455,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3258.000000,    0.000000,    0.000000,    3.858191,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3259.000000,    1.000000,    0.000000,    3.967596,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3260.000000,    1.000000,    0.000000,    4.077002,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3261.000000,    1.000000,    0.000000,    4.186407,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3262.000000,    1.000000,    0.000000,    4.295812,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3263.000000,    1.000000,    0.000000,    4.405218,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3264.000000,    1.000000,    0.000000,    4.514623,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3265.000000,    1.000000,    0.000000,    4.624028,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3266.000000,    1.000000,    0.000000,    4.733434,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3267.000000,    1.000000,    0.000000,    4.842839,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3268.000000,    1.000000,    0.000000,    4.952244,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3269.000000,    1.000000,    0.000000,    5.061650,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3270.000000,    1.000000,    0.000000,    5.171055,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3271.000000,    1.000000,    0.000000,    5.280460,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3272.000000,    1.000000,    0.000000,    5.389866,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3273.000000,    1.000000,    0.000000,    5.499271,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3274.000000,    1.000000,    0.000000,    5.608676,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3275.000000,    1.000000,    0.000000,    5.718082,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3276.000000,    1.000000,    0.000000,    5.827487,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3277.000000,    0.000000,    0.000000,    5.323223,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3278.000000,    0.000000,    0.000000,    4.818960,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3279.000000,    0.000000,    0.000000,    4.314696,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3280.000000,    0.000000,    0.000000,    3.810433,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3281.000000,    0.000000,    0.000000,    3.306169,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3282.000000,    0.000000,    0.000000,    2.801906,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3283.000000,    1.000000,    0.000000,    2.911311,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3284.000000,    1.000000,    0.000000,    3.020716,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3285.000000,    1.000000,    0.000000,    3.130122,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3286.000000,    1.000000,    0.000000,    3.239527,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3287.000000,    1.000000,    0.000000,    3.348932,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3288.000000,    1.000000,    0.000000,    3.458338,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3289.000000,    1.000000,    0.000000,    3.567743,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3290.000000,    1.000000,    0.000000,    3.677148,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3291.000000,    1.000000,    0.000000,    3.786554,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3292.000000,    1.000000,    0.000000,    3.895959,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3293.000000,    1.000000,    0.000000,    4.005364,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3294.000000,    1.000000,    0.000000,    4.114770,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3295.000000,    1.000000,    0.000000,    4.224175,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3296.000000,    1.000000,    0.000000,    4.333580,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3297.000000,    1.000000,    0.000000,    4.442986,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3298.000000,    1.000000,    0.000000,    4.552391,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3299.000000,    1.000000,    0.000000,    4.661796,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3300.000000,    1.000000,    0.000000,    4.771202,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3301.000000,    0.000000,    0.000000,    4.266938,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3302.000000,    0.000000,    0.000000,    3.762674,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3303.000000,    0.000000,    0.000000,    3.258411,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3304.000000,    0.000000,    0.000000,    2.754147,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3305.000000,    0.000000,    0.000000,    2.249884,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3306.000000,    0.000000,    0.000000,    1.745620,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3307.000000,    1.000000,    0.000000,    1.855025,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3308.000000,    1.000000,    0.000000,    1.964431,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3309.000000,    1.000000,    0.000000,    2.073836,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3310.000000,    1.000000,    0.000000,    2.183241,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3311.000000,    1.000000,    0.000000,    2.292647,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3312.000000,    1.000000,    0.000000,    2.402052,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3313.000000,    1.000000,    0.000000,    2.511457,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3314.000000,    1.000000,    0.000000,    2.620863,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3315.000000,    1.000000,    0.000000,    2.730268,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3316.000000,    1.000000,    0.000000,    2.839673,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3317.000000,    1.000000,    0.000000,    2.949079,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3318.000000,    1.000000,    0.000000,    3.058484,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3319.000000,    1.000000,    0.000000,    3.167889,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3320.000000,    1.000000,    0.000000,    3.277295,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3321.000000,    1.000000,    0.000000,    3.386700,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3322.000000,    1.000000,    0.000000,    3.496105,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3323.000000,    1.000000,    0.000000,    3.605511,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3324.000000,    1.000000,    0.000000,    3.714916,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3325.000000,    0.000000,    0.000000,    3.210653,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3326.000000,    0.000000,    0.000000,    2.706389,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3327.000000,    0.000000,    0.000000,    2.202125,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3328.000000,    0.000000,    0.000000,    1.697862,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3329.000000,    0.000000,    0.000000,    1.193598,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3330.000000,    0.000000,    0.000000,    0.689335,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3331.000000,    1.000000,    0.000000,    0.798740,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3332.000000,    1.000000,    0.000000,    0.908145,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3333.000000,    1.000000,    0.000000,    1.017551,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3334.000000,    1.000000,    0.000000,    1.126956,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3335.000000,    1.000000,    0.000000,    1.236361,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3336.000000,    1.000000,    0.000000,    1.345767,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3337.000000,    1.000000,    0.000000,    1.455172,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3338.000000,    1.000000,    0.000000,    1.564577,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3339.000000,    1.000000,    0.000000,    1.673983,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3340.000000,    1.000000,    0.000000,    1.783388,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3341.000000,    1.000000,    0.000000,    1.892793,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3342.000000,    1.000000,    0.000000,    2.002199,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3343.000000,    1.000000,    0.000000,    2.111604,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3344.000000,    1.000000,    0.000000,    2.221009,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3345.000000,    1.000000,    0.000000,    2.330415,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3346.000000,    1.000000,    0.000000,    2.439820,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3347.000000,    1.000000,    0.000000,    2.549225,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3348.000000,    1.000000,    0.000000,    2.658631,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3349.000000,    1.000000,    0.000000,    2.768036,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3350.000000,    1.000000,    0.000000,    2.877441,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3351.000000,    1.000000,    0.000000,    2.986847,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3352.000000,    1.000000,    0.000000,    3.096252,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3353.000000,    1.000000,    0.000000,    3.205657,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3354.000000,    1.000000,    0.000000,    3.315063,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3355.000000,    1.000000,    0.000000,    3.424468,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3356.000000,    1.000000,    0.000000,    3.533873,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3357.000000,    1.000000,    0.000000,    3.643279,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3358.000000,    1.000000,    0.000000,    3.752684,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3359.000000,    1.000000,    0.000000,    3.862089,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3360.000000,    1.000000,    0.000000,    3.971495,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3361.000000,    1.000000,    0.000000,    4.080900,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3362.000000,    1.000000,    0.000000,    4.190305,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3363.000000,    1.000000,    0.000000,    4.299711,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3364.000000,    1.000000,    0.000000,    4.409116,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3365.000000,    1.000000,    0.000000,    4.518521,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
 3366.000000,    1.000000,    0.000000,    4.627927,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   15.132952,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
